,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,busmap,state
14873,Papalote Creek I LLC 1,onwind,onwind,PP,US,180.0,,,,,,2009,,, ,27.9386,-97.4586,,1,,Texas,TX
14874,Inadale Wind Farm LLC Hybrid 1,onwind,onwind,PP,US,197.0,,,,,,2009,,, ,32.4969,-100.5797,,1,,Texas,TX
14875,Inadale Wind Farm LLC Hybrid 2,other,battery,Store,US,9.9,,,,,,2018,,, ,32.4969,-100.5797,,INABT,,Texas,TX
14876,Smoky Hills Wind Project Phase II 1,onwind,onwind,PP,US,148.5,,,,,,2008,,, ,38.892653,-98.168876,,SMKII,,Kansas,KS
14877,Clinton LFGTE Facility 1,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,44.6917,-73.5944,,GEN1,,New York,NY
14878,Clinton LFGTE Facility 2,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,44.6917,-73.5944,,GEN2,,New York,NY
14879,Clinton LFGTE Facility 3,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,44.6917,-73.5944,,GEN3,,New York,NY
14880,Clinton LFGTE Facility 4,biomass,biomass,PP,US,1.6,,,,,,2009,,, ,44.6917,-73.5944,,GEN4,,New York,NY
14881,Hyland LFGTE Facility 1,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,42.2853,-78.0061,,GEN1,,New York,NY
14882,Hyland LFGTE Facility 2,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,42.2853,-78.0061,,GEN2,,New York,NY
14883,Hyland LFGTE Facility 3,biomass,biomass,PP,US,1.6,,,,,,2008,,, ,42.2853,-78.0061,,GEN3,,New York,NY
14884,Stetson Wind I 1,onwind,onwind,PP,US,57.0,,,,,,2009,,, ,45.4822,-67.9944,,1,,Maine,ME
14885,Rollins Wind Project 1,onwind,onwind,PP,US,60.0,,,,,,2011,,, ,45.34598,-68.3802,,1,,Maine,ME
14886,Stetson Wind II 1,onwind,onwind,PP,US,25.5,,,,,,2010,,, ,45.61498,-67.971,,1,,Maine,ME
14887,MF Mesa Lane LLC 1,solar,solar,PP,US,3.0,,,,,,2008,,, ,40.1483,-74.7772,,MESA,,Pennsylvania,PA
14888,Grand Meadow 1,onwind,onwind,PP,US,100.5,,,,,,2008,,, ,43.7189,-92.705,,WND67,,Minnesota,MN
14889,Georgetown LFGTE 1,biomass,biomass,PP,US,1.1,,,,,,2010,,, ,33.453611,-79.316111,,G1,,South Carolina,SC
14890,Solar Photovoltaic Project #02 1,solar,solar,PP,US,0.5,,,,,,2009,,, ,33.985244,-117.700826,,S1A,,California,CA
14891,Solar Photovoltaic Project #02 2,solar,solar,PP,US,0.5,,,,,,2009,,, ,33.985244,-117.700826,,S1B,,California,CA
14892,Arrowrock Hydroelectric Project 1,hydro,Reservoir,PP,US,7.5,,,,,,2010,,, ,43.595,-115.9233,,1,,Idaho,ID
14893,Arrowrock Hydroelectric Project 2,hydro,Reservoir,PP,US,7.5,,,,,,2010,,, ,43.595,-115.9233,,2,,Idaho,ID
14894,Pueblo Airport Generating Station 1,CCGT,CCGT,PP,US,40.0,,,,,,2012,,, ,38.320833,-104.52639,,4,,Colorado,CO
14895,Pueblo Airport Generating Station 2,CCGT,CCGT,PP,US,20.0,,,,,,2012,,, ,38.320833,-104.52639,,43,,Colorado,CO
14896,Pueblo Airport Generating Station 3,CCGT,CCGT,PP,US,40.0,,,,,,2012,,, ,38.320833,-104.52639,,5,,Colorado,CO
14897,Pueblo Airport Generating Station 4,CCGT,CCGT,PP,US,20.0,,,,,,2012,,, ,38.320833,-104.52639,,53,,Colorado,CO
14898,Pueblo Airport Generating Station 5,CCGT,CCGT,PP,US,40.0,,,,,,2012,,, ,38.320833,-104.52639,,6,,Colorado,CO
14899,Pueblo Airport Generating Station 6,CCGT,CCGT,PP,US,40.0,,,,,,2012,,, ,38.320833,-104.52639,,7,,Colorado,CO
14900,Pueblo Airport Generating Station 7,OCGT,OCGT,PP,US,40.0,,,,,,2016,,, ,38.320833,-104.52639,,CT08,,Colorado,CO
14901,Pueblo Airport Generating Station 8,OCGT,OCGT,PP,US,100.0,,,,,,2012,,, ,38.320833,-104.52639,,GT1,,Colorado,CO
14902,Pueblo Airport Generating Station 9,OCGT,OCGT,PP,US,100.0,,,,,,2012,,, ,38.320833,-104.52639,,GT2,,Colorado,CO
14903,El Cajon Energy Center 1,OCGT,OCGT,PP,US,60.5,,,,,,2010,,, ,32.796106,-116.972073,,GEN1,,California,CA
14904,Oakfield Wind Project 1,onwind,onwind,PP,US,148.0,,,,,,2015,,, ,46.058056,-68.147222,,1,,Maine,ME
14905,Fulton LFGTE Facility 1,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,43.0142,-74.4739,,GEN1,,New York,NY
14906,Fulton LFGTE Facility 2,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,43.0142,-74.4739,,GEN2,,New York,NY
14907,SunEdison Walgreens Moreno Valley 1,solar,solar,PP,US,1.0,,,,,,2007,,, ,33.8672,-117.23,,1,,California,CA
14908,Mariani Packing Vacaville Solar 1,solar,solar,PP,US,1.0,,,,,,2008,,, ,38.40008,-121.96366,,1,,California,CA
14909,Walgreens Woodland Distribution Center 1,solar,solar,PP,US,1.0,,,,,,2007,,, ,38.674894,-121.713362,,1,,California,CA
14910,SunEdison Ironwood State Prison 1,solar,solar,PP,US,1.0,,,,,,2008,,, ,33.567268,-114.917979,,1,,California,CA
14911,SunEdison Procter & Gamble Oxnard 1,solar,solar,PP,US,1.0,,,,,,2009,,, ,34.2089,-119.13,,1,,California,CA
14912,Kohls San Bernardino Solar Facility 1,solar,solar,PP,US,1.0,,,,,,2007,,, ,34.094695,-117.266831,,1,,California,CA
14913,SunEdison Anheuser Busch Fairfield 1,solar,solar,PP,US,1.0,,,,,,2008,,, ,38.232108,-122.092706,,1,,California,CA
14914,Chuckawalla Valley State Prison 1,solar,solar,PP,US,1.0,,,,,,2006,,, ,33.565329,-114.903629,,1,,California,CA
14915,SunEdison Walmart Apple Valley DC 1,solar,solar,PP,US,1.0,,,,,,2009,,, ,34.5975,-117.2,,1,,California,CA
14916,Waste Management Arden LFGTE 1,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,40.2058,-80.2611,,GEN1,,Pennsylvania,PA
14917,Waste Management Arden LFGTE 2,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,40.2058,-80.2611,,GEN2,,Pennsylvania,PA
14918,Waste Management Arden LFGTE 3,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,40.2058,-80.2611,,GEN3,,Pennsylvania,PA
14919,Waste Management Arden LFGTE 4,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,40.2058,-80.2611,,GEN4,,Pennsylvania,PA
14920,Waste Management Arden LFGTE 5,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,40.2058,-80.2611,,GEN5,,Pennsylvania,PA
14921,Waste Management Arden LFGTE 6,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,40.2058,-80.2611,,GEN6,,Pennsylvania,PA
14922,Waste Management Columbia Ridge LFGTE 1,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN1,,Oregon,OR
14923,Waste Management Columbia Ridge LFGTE 2,biomass,biomass,PP,US,1.6,,,,,,2014,,, ,45.5739,-120.2969,,GEN10,,Oregon,OR
14924,Waste Management Columbia Ridge LFGTE 3,biomass,biomass,PP,US,1.6,,,,,,2014,,, ,45.5739,-120.2969,,GEN11,,Oregon,OR
14925,Waste Management Columbia Ridge LFGTE 4,biomass,biomass,PP,US,1.6,,,,,,2014,,, ,45.5739,-120.2969,,GEN12,,Oregon,OR
14926,Waste Management Columbia Ridge LFGTE 5,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN2,,Oregon,OR
14927,Waste Management Columbia Ridge LFGTE 6,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN3,,Oregon,OR
14928,Waste Management Columbia Ridge LFGTE 7,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN4,,Oregon,OR
14929,Waste Management Columbia Ridge LFGTE 8,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN5,,Oregon,OR
14930,Waste Management Columbia Ridge LFGTE 9,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN6,,Oregon,OR
14931,Waste Management Columbia Ridge LFGTE 10,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN7,,Oregon,OR
14932,Waste Management Columbia Ridge LFGTE 11,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,45.5739,-120.2969,,GEN8,,Oregon,OR
14933,Waste Management Columbia Ridge LFGTE 12,biomass,biomass,PP,US,1.6,,,,,,2014,,, ,45.5739,-120.2969,,GEN9,,Oregon,OR
14934,Waste Management Crossroads LFGTE 1,biomass,biomass,PP,US,1.6,,,,,,2009,,, ,44.7014,-69.8319,,GEN1,,Maine,ME
14935,Waste Management Crossroads LFGTE 2,biomass,biomass,PP,US,1.6,,,,,,2009,,, ,44.7014,-69.8319,,GEN2,,Maine,ME
14936,Spruce Ridge Gas Recovery 1,biomass,biomass,PP,US,0.8,,,,,,2008,,, ,44.8158,-94.2489,,GEN1,,Minnesota,MN
14937,Spruce Ridge Gas Recovery 2,biomass,biomass,PP,US,0.8,,,,,,2008,,, ,44.8158,-94.2489,,GEN2,,Minnesota,MN
14938,Spruce Ridge Gas Recovery 3,biomass,biomass,PP,US,0.8,,,,,,2008,,, ,44.8158,-94.2489,,GEN3,,Minnesota,MN
14939,Spruce Ridge Gas Recovery 4,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,44.8158,-94.2489,,GEN4,,Minnesota,MN
14940,Waste Management Middle Peninsula LFGTE 1,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN1,,Virginia,VA
14941,Waste Management Middle Peninsula LFGTE 2,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN2,,Virginia,VA
14942,Waste Management Middle Peninsula LFGTE 3,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN3,,Virginia,VA
14943,Waste Management Middle Peninsula LFGTE 4,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN4,,Virginia,VA
14944,Waste Management Middle Peninsula LFGTE 5,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN5,,Virginia,VA
14945,Waste Management Middle Peninsula LFGTE 6,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN6,,Virginia,VA
14946,Waste Management Middle Peninsula LFGTE 7,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN7,,Virginia,VA
14947,Waste Management Middle Peninsula LFGTE 8,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,37.519714,-76.624506,,GEN8,,Virginia,VA
14948,Riverbend Landfill 1,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,45.1672,-123.2511,,GEN1,,Oregon,OR
14949,Riverbend Landfill 2,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,45.1672,-123.2511,,GEN2,,Oregon,OR
14950,Riverbend Landfill 3,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,45.1672,-123.2511,,GEN3,,Oregon,OR
14951,Riverbend Landfill 4,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,45.1672,-123.2511,,GEN4,,Oregon,OR
14952,Riverbend Landfill 5,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,45.1672,-123.2511,,GEN5,,Oregon,OR
14953,Riverbend Landfill 6,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,45.1672,-123.2511,,GEN6,,Oregon,OR
14954,Westside Landfill Gas Recovery 1,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,32.724553,-97.537118,,GEN1,,Texas,TX
14955,Westside Landfill Gas Recovery 2,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,32.724553,-97.537118,,GEN2,,Texas,TX
14956,Waste Management King George LFGTE 1,biomass,biomass,PP,US,3.3,,,,,,2010,,, ,38.2747,-77.3081,,GEN1,,Virginia,VA
14957,Waste Management King George LFGTE 2,biomass,biomass,PP,US,3.3,,,,,,2010,,, ,38.2747,-77.3081,,GEN2,,Virginia,VA
14958,Waste Management King George LFGTE 3,biomass,biomass,PP,US,3.3,,,,,,2010,,, ,38.2747,-77.3081,,GEN3,,Virginia,VA
14959,Waste Management King George LFGTE 4,biomass,biomass,PP,US,3.3,,,,,,2011,,, ,38.2747,-77.3081,,GEN4,,Virginia,VA
14960,Waste Management Rolling Meadows LFGTE 1,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN1,,Kansas,KS
14961,Waste Management Rolling Meadows LFGTE 2,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN2,,Kansas,KS
14962,Waste Management Rolling Meadows LFGTE 3,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN3,,Kansas,KS
14963,Waste Management Rolling Meadows LFGTE 4,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN4,,Kansas,KS
14964,Waste Management Rolling Meadows LFGTE 5,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN5,,Kansas,KS
14965,Waste Management Rolling Meadows LFGTE 6,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN6,,Kansas,KS
14966,Waste Management Rolling Meadows LFGTE 7,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,39.174577,-95.731126,,GEN7,,Kansas,KS
14967,Waste Management Northern Oaks LFGTE 1,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,43.9906,-84.8003,,GEN1,,Michigan,MI
14968,Waste Management Eco Vista LFGTE 1,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,36.140849,-94.259713,,GEN1,,Arkansas,AR
14969,Waste Management Eco Vista LFGTE 2,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,36.140849,-94.259713,,GEN2,,Arkansas,AR
14970,Waste Management Eco Vista LFGTE 3,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,36.140849,-94.259713,,GEN3,,Arkansas,AR
14971,Waste Management Eco Vista LFGTE 4,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,36.140849,-94.259713,,GEN4,,Arkansas,AR
14972,Waste Management Eco Vista LFGTE 5,biomass,biomass,PP,US,0.8,,,,,,2010,,, ,36.140849,-94.259713,,GEN5,,Arkansas,AR
14973,Superior Landfill Gas Recovery 1,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN 5,,Georgia,GA
14974,Superior Landfill Gas Recovery 2,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN1,,Georgia,GA
14975,Superior Landfill Gas Recovery 3,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN2,,Georgia,GA
14976,Superior Landfill Gas Recovery 4,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN3,,Georgia,GA
14977,Superior Landfill Gas Recovery 5,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN4,,Georgia,GA
14978,Superior Landfill Gas Recovery 6,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN6,,Georgia,GA
14979,Superior Landfill Gas Recovery 7,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN7,,Georgia,GA
14980,Superior Landfill Gas Recovery 8,biomass,biomass,PP,US,0.8,,,,,,2009,,, ,32.0303,-81.2722,,GEN8,,Georgia,GA
14981,Canyon Power Plant 1,OCGT,OCGT,PP,US,50.0,,,,,,2011,,, ,33.858056,-117.861667,,CPP1,,California,CA
14982,Canyon Power Plant 2,OCGT,OCGT,PP,US,50.0,,,,,,2011,,, ,33.858056,-117.861667,,CPP2,,California,CA
14983,Canyon Power Plant 3,OCGT,OCGT,PP,US,50.0,,,,,,2011,,, ,33.858056,-117.861667,,CPP3,,California,CA
14984,Canyon Power Plant 4,OCGT,OCGT,PP,US,50.0,,,,,,2011,,, ,33.858056,-117.861667,,CPP4,,California,CA
14985,Langley Gulch Power Plant 1,CCGT,CCGT,PP,US,187.0,,,,,,2012,,, ,43.904444,-116.819722,,GTG,,Idaho,ID
14986,Langley Gulch Power Plant 2,CCGT,CCGT,PP,US,131.5,,,,,,2012,,, ,43.904444,-116.819722,,STG,,Idaho,ID
14987,Cleveland Cnty Generating Facility 1,OCGT,OCGT,PP,US,184.0,,,,,,2012,,, ,35.170547,-81.416648,,1,,North Carolina,NC
14988,Cleveland Cnty Generating Facility 2,OCGT,OCGT,PP,US,184.0,,,,,,2012,,, ,35.170547,-81.416648,,2,,North Carolina,NC
14989,Cleveland Cnty Generating Facility 3,OCGT,OCGT,PP,US,184.0,,,,,,2012,,, ,35.170547,-81.416648,,3,,North Carolina,NC
14990,Cleveland Cnty Generating Facility 4,OCGT,OCGT,PP,US,184.0,,,,,,2012,,, ,35.170547,-81.416648,,4,,North Carolina,NC
14991,Pacolet Diesel Generation Facility 1,oil,oil,PP,US,1.8,,,,,,2006,,, ,34.8986,-81.7397,,DI 1,,South Carolina,SC
14992,Pacolet Diesel Generation Facility 2,oil,oil,PP,US,1.8,,,,,,2006,,, ,34.8986,-81.7397,,DI 2,,South Carolina,SC
14993,Pacolet Diesel Generation Facility 3,oil,oil,PP,US,1.8,,,,,,2006,,, ,34.8986,-81.7397,,DI 3,,South Carolina,SC
14994,Luverne Wind Energy Center 1,onwind,onwind,PP,US,49.5,,,,,,2009,,, ,47.3272,-97.8975,,1,,North Dakota,ND
14995,Ashtabula Wind Energy Center 1,onwind,onwind,PP,US,48.0,,,,,,2008,,, ,47.1244,-97.8961,,1,,North Dakota,ND
14996,Langdon Wind Energy Center 1,onwind,onwind,PP,US,40.5,,,,,,2007,,, ,48.6303,-98.3169,,1,,North Dakota,ND
14997,Willmar Municipal East Substation 1,oil,oil,PP,US,2.0,,,,,,2000,,, ,45.1272,-95.025,,E04,,Minnesota,MN
14998,Willmar Municipal East Substation 2,oil,oil,PP,US,2.0,,,,,,2000,,, ,45.1272,-95.025,,E05,,Minnesota,MN
14999,Willmar Municipal East Substation 3,oil,oil,PP,US,2.0,,,,,,2000,,, ,45.1272,-95.025,,E06,,Minnesota,MN
15000,Willmar Municipal SW Substation 1,oil,oil,PP,US,2.0,,,,,,2000,,, ,45.105,-95.0844,,SW01,,Minnesota,MN
15001,Willmar Municipal SW Substation 2,oil,oil,PP,US,2.0,,,,,,2000,,, ,45.105,-95.0844,,SW02,,Minnesota,MN
15002,Willmar Municipal SW Substation 3,oil,oil,PP,US,2.0,,,,,,2000,,, ,45.105,-95.0844,,SW03,,Minnesota,MN
15003,Southcentral Power Project 1,CCGT,CCGT,PP,US,48.8,,,,,,2013,,, ,61.167417,-149.905304,,1,,Alaska,AK
15004,Southcentral Power Project 2,CCGT,CCGT,PP,US,48.8,,,,,,2013,,, ,61.167417,-149.905304,,2,,Alaska,AK
15005,Southcentral Power Project 3,CCGT,CCGT,PP,US,48.8,,,,,,2013,,, ,61.167417,-149.905304,,3,,Alaska,AK
15006,Southcentral Power Project 4,CCGT,CCGT,PP,US,57.5,,,,,,2013,,, ,61.167417,-149.905304,,4,,Alaska,AK
15007,Ratcliffe 1,CCGT,CCGT,PP,US,235.5,,,,,,2014,,, ,32.654722,-88.762222,,1A,,Mississippi,MS
15008,Ratcliffe 2,CCGT,CCGT,PP,US,235.5,,,,,,2014,,, ,32.654722,-88.762222,,1B,,Mississippi,MS
15009,Ratcliffe 3,CCGT,CCGT,PP,US,369.0,,,,,,2014,,, ,32.654722,-88.762222,,1C,,Mississippi,MS
15010,Bison I Wind Energy Center 1,onwind,onwind,PP,US,36.8,,,,,,2010,,, ,46.98,-101.554722,,PHS1,,North Dakota,ND
15011,Bison I Wind Energy Center 2,onwind,onwind,PP,US,45.0,,,,,,2012,,, ,46.98,-101.554722,,PHS2,,North Dakota,ND
15012,McFadden Ridge 1,onwind,onwind,PP,US,35.2,,,,,,2009,,, ,41.7244,-105.9906,,1,,Wyoming,WY
15013,High Plains 1,onwind,onwind,PP,US,122.1,,,,,,2009,,, ,41.675052,-106.011124,,1,,Wyoming,WY
15014,Vaca Dixon Solar Station 1,solar,solar,PP,US,2.0,,,,,,2009,,, ,38.4106,-121.9264,,1,,California,CA
15015,Armenia Mountain Wind Farm 1,onwind,onwind,PP,US,100.5,,,,,,2009,,, ,41.7619,-76.8553,,1,,Pennsylvania,PA
15016,Rolling Thunder Wind Farm Hybrid 1,onwind,onwind,PP,US,25.0,,,,,,2009,,, ,44.477778,-99.133889,,1,,South Dakota,SD
15017,Rolling Thunder Wind Farm Hybrid 2,other,battery,Store,US,0.8,,,,,,2018,,, ,44.477778,-99.133889,,2,,South Dakota,SD
15018,Archer Daniels Midland Columbus 1,coal,coal,PP,US,71.4,,,,,,2010,,, ,41.416442,-97.286328,,GEN1,,Nebraska,NE
15019,Nobles Wind Project 1,onwind,onwind,PP,US,201.0,,,,,,2010,,, ,43.7036,-95.7131,,1,,Minnesota,MN
15020,Merricourt Wind Energy Center 1,onwind,onwind,PP,US,150.0,,,,,,2020,,, ,46.1075,-99.0592,,1,,North Dakota,ND
15021,NaturEner Glacier Wind Energy 1 1,onwind,onwind,PP,US,106.5,,,,,,2008,,, ,48.51,-112.1097,,NGW1,,Montana,MT
15022,NaturEner Glacier Wind Energy 2 1,onwind,onwind,PP,US,103.5,,,,,,2009,,, ,48.5333,-112.1847,,NGW2,,Montana,MT
15023,Noatak 1,oil,oil,PP,US,0.5,,,,,,2022,,, ,67.570931,-162.965728,,4A,,Alaska,AK
15024,Noatak 2,oil,oil,PP,US,0.5,,,,,,2015,,, ,67.570931,-162.965728,,5A,,Alaska,AK
15025,Noatak 3,oil,oil,PP,US,0.3,,,,,,2008,,, ,67.570931,-162.965728,,UNIT2,,Alaska,AK
15026,Savoonga 1,oil,oil,PP,US,0.5,,,,,,2019,,, ,63.695267,-170.475661,,2A,,Alaska,AK
15027,Savoonga 2,oil,oil,PP,US,0.4,,,,,,2008,,, ,63.695267,-170.475661,,UNIT1,,Alaska,AK
15028,Savoonga 3,oil,oil,PP,US,0.8,,,,,,2008,,, ,63.695267,-170.475661,,UNIT3,,Alaska,AK
15029,Alakanuk 1,oil,oil,PP,US,0.8,,,,,,2013,,, ,62.6833,-164.6544,,UNIT4,,Alaska,AK
15030,Upper Kalskag 1,oil,oil,PP,US,0.2,,,,,,2004,,, ,61.526858,-160.348128,,UNIT1,,Alaska,AK
15031,Upper Kalskag 2,oil,oil,PP,US,0.4,,,,,,2004,,, ,61.526858,-160.348128,,UNIT2,,Alaska,AK
15032,Upper Kalskag 3,oil,oil,PP,US,0.5,,,,,,2004,,, ,61.526858,-160.348128,,UNIT3,,Alaska,AK
15033,Stebbins 1,oil,oil,PP,US,0.5,,,,,,2014,,, ,63.521047,-162.286322,,1,,,
15034,Stebbins 2,oil,oil,PP,US,0.5,,,,,,2014,,, ,63.521047,-162.286322,,2,,,
15035,Stebbins 3,oil,oil,PP,US,0.5,,,,,,2014,,, ,63.521047,-162.286322,,3,,,
15036,Stebbins 4,oil,oil,PP,US,0.5,,,,,,2014,,, ,63.521047,-162.286322,,4,,,
15037,Scammon Bay 1,oil,oil,PP,US,0.4,,,,,,2004,,, ,61.843036,-165.581497,,UNIT1,,Alaska,AK
15038,Scammon Bay 2,oil,oil,PP,US,0.4,,,,,,2001,,, ,61.843036,-165.581497,,UNIT2,,Alaska,AK
15039,Scammon Bay 3,oil,oil,PP,US,0.5,,,,,,2007,,, ,61.843036,-165.581497,,UNIT3,,Alaska,AK
15040,Quinhagak 1,oil,oil,PP,US,0.5,,,,,,2019,,, ,59.747436,-161.910647,,3A,,Alaska,AK
15041,Quinhagak 2,oil,oil,PP,US,0.4,,,,,,1996,,, ,59.747436,-161.910647,,UNIT1,,Alaska,AK
15042,Quinhagak 3,oil,oil,PP,US,0.3,,,,,,2002,,, ,59.747436,-161.910647,,UNIT2,,Alaska,AK
15043,Pilot Station 1,oil,oil,PP,US,0.5,,,,,,2018,,, ,61.936456,-162.880706,,1,,Alaska,AK
15044,Pilot Station 2,oil,oil,PP,US,0.3,,,,,,2022,,, ,61.936456,-162.880706,,3A,,Alaska,AK
15045,Pilot Station 3,oil,oil,PP,US,0.5,,,,,,2005,,, ,61.936456,-162.880706,,UNIT2,,Alaska,AK
15046,Koyuk 1,oil,oil,PP,US,0.2,,,,,,2005,,, ,64.932089,-161.167103,,UNIT1,,Alaska,AK
15047,Koyuk 2,oil,oil,PP,US,0.4,,,,,,2005,,, ,64.932089,-161.167103,,UNIT2,,Alaska,AK
15048,Koyuk 3,oil,oil,PP,US,0.5,,,,,,2005,,, ,64.932089,-161.167103,,UNIT3,,Alaska,AK
15049,Elim 1,oil,oil,PP,US,0.5,,,,,,2019,,, ,64.616558,-162.263717,,3A,,Alaska,AK
15050,Elim 2,oil,oil,PP,US,0.2,,,,,,2003,,, ,64.616558,-162.263717,,UNIT1,,Alaska,AK
15051,Elim 3,oil,oil,PP,US,0.4,,,,,,2003,,, ,64.616558,-162.263717,,UNIT2,,Alaska,AK
15052,St. Michael 1,oil,oil,PP,US,0.7,,,,,,2015,,, ,63.4775,-162.0383,,4,,Alaska,AK
15053,Gambell 1,oil,oil,PP,US,0.5,,,,,,2022,,, ,63.777058,-171.712439,,1B,,Alaska,AK
15054,Gambell 2,oil,oil,PP,US,0.5,,,,,,2006,,, ,63.777058,-171.712439,,UNIT2,,Alaska,AK
15055,Gambell 3,oil,oil,PP,US,0.8,,,,,,2006,,, ,63.777058,-171.712439,,UNIT3,,Alaska,AK
15056,Shungnak 1,oil,oil,PP,US,0.2,,,,,,1991,,, ,66.888114,-157.140206,,UNIT1,,Alaska,AK
15057,Shungnak 2,oil,oil,PP,US,0.3,,,,,,1984,,, ,66.888114,-157.140206,,UNIT2,,Alaska,AK
15058,Shungnak 3,oil,oil,PP,US,0.3,,,,,,1998,,, ,66.888114,-157.140206,,UNIT3,,Alaska,AK
15059,Shungnak 4,oil,oil,PP,US,0.4,,,,,,1991,,, ,66.888114,-157.140206,,UNIT4,,Alaska,AK
15060,Kotlik 1,oil,oil,PP,US,0.3,,,,,,2007,,, ,63.03215,-163.553106,,UNIT1,,Alaska,AK
15061,Kotlik 2,oil,oil,PP,US,0.3,,,,,,2007,,, ,63.03215,-163.553106,,UNIT2,,Alaska,AK
15062,Kotlik 3,oil,oil,PP,US,0.4,,,,,,2007,,, ,63.03215,-163.553106,,UNIT3,,Alaska,AK
15063,Kotlik 4,oil,oil,PP,US,0.4,,,,,,2007,,, ,63.03215,-163.553106,,UNIT4,,Alaska,AK
15064,Kivalina 1,oil,oil,PP,US,0.2,,,,,,1996,,, ,67.726644,-164.538447,,UNIT1,,,
15065,Kivalina 2,oil,oil,PP,US,0.3,,,,,,1977,,, ,67.726644,-164.538447,,UNIT2,,,
15066,Kivalina 3,oil,oil,PP,US,0.2,,,,,,1990,,, ,67.726644,-164.538447,,UNIT3,,,
15067,Kivalina 4,oil,oil,PP,US,0.4,,,,,,2004,,, ,67.726644,-164.538447,,UNIT4,,,
