,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,busmap,state
213,Wrangell 1,oil,oil,PP,US,2.0,,,,,,2000,,, ,56.460976,-132.379439,,11,,Alaska,AK
214,Wrangell 2,oil,oil,PP,US,2.0,,,,,,2000,,, ,56.460976,-132.379439,,12,,Alaska,AK
215,Wrangell 3,oil,oil,PP,US,2.0,,,,,,2002,,, ,56.460976,-132.379439,,13,,Alaska,AK
216,Wrangell 4,oil,oil,PP,US,2.5,,,,,,1987,,, ,56.460976,-132.379439,,9,,Alaska,AK
217,Beluga 1,OCGT,OCGT,PP,US,16.0,,,,,,1968,,, ,61.1861,-151.0356,,1,,Alaska,AK
218,Beluga 2,OCGT,OCGT,PP,US,16.0,,,,,,1968,,, ,61.1861,-151.0356,,2,,Alaska,AK
219,Beluga 3,OCGT,OCGT,PP,US,59.1,,,,,,1972,,, ,61.1861,-151.0356,,3,,Alaska,AK
220,Beluga 4,OCGT,OCGT,PP,US,68.3,,,,,,1975,,, ,61.1861,-151.0356,,5,,Alaska,AK
221,Beluga 5,OCGT,OCGT,PP,US,76.5,,,,,,1976,,, ,61.1861,-151.0356,,6,,Alaska,AK
222,Beluga 6,OCGT,OCGT,PP,US,76.5,,,,,,1978,,, ,61.1861,-151.0356,,7,,Alaska,AK
223,Frederickson 1,OCGT,OCGT,PP,US,88.9,,,,,,1981,,, ,47.079722,-122.365,,1,,Washington,WA
224,Frederickson 2,OCGT,OCGT,PP,US,88.9,,,,,,1981,,, ,47.079722,-122.365,,2,,Washington,WA
225,South Consolidated 1,hydro,Reservoir,PP,US,1.4,,,,,,1981,,, ,33.466477,-111.781064,,SC1,,Arizona,AZ
226,J S Eastwood 1,hydro,Reservoir,PP,US,199.8,,,,,,1987,,, ,37.147926,-119.2567,,1,,California,CA
227,Holcomb 1,coal,coal,PP,US,348.7,,,,,,1983,,, ,37.9308,-100.9725,,1,,Kansas,KS
228,Dillingham 1,oil,oil,PP,US,1.1,,,,,,1988,,, ,59.042914,-158.468597,,10,,Alaska,AK
229,Dillingham 2,oil,oil,PP,US,1.0,,,,,,2001,,, ,59.042914,-158.468597,,11,,Alaska,AK
230,Dillingham 3,oil,oil,PP,US,1.0,,,,,,2006,,, ,59.042914,-158.468597,,12,,Alaska,AK
231,Dillingham 4,oil,oil,PP,US,1.0,,,,,,2006,,, ,59.042914,-158.468597,,13,,Alaska,AK
232,Dillingham 5,oil,oil,PP,US,1.0,,,,,,2008,,, ,59.042914,-158.468597,,14,,Alaska,AK
233,Dillingham 6,oil,oil,PP,US,1.0,,,,,,2008,,, ,59.042914,-158.468597,,15,,Alaska,AK
234,Dillingham 7,oil,oil,PP,US,0.5,,,,,,2009,,, ,59.042914,-158.468597,,16,,Alaska,AK
235,Dillingham 8,oil,oil,PP,US,2.2,,,,,,2019,,, ,59.042914,-158.468597,,17,,Alaska,AK
236,Dillingham 9,oil,oil,PP,US,2.2,,,,,,2019,,, ,59.042914,-158.468597,,18,,Alaska,AK
237,Cholla 1,coal,coal,PP,US,113.6,,,,,,1962,,, ,34.9394,-110.3033,,1,,Arizona,AZ
238,Cholla 2,coal,coal,PP,US,312.3,,,,,,1980,,, ,34.9394,-110.3033,,3,,Arizona,AZ
239,Douglas 1,oil,oil,PP,US,26.1,,,,,,1972,,, ,31.364122,-109.5538,,1,,Arizona,AZ
240,Ocotillo 1,OCGT,OCGT,PP,US,53.1,,,,,,1972,,, ,33.4225,-111.9122,,GT1,,Arizona,AZ
241,Ocotillo 2,OCGT,OCGT,PP,US,53.1,,,,,,1973,,, ,33.4225,-111.9122,,GT2,,Arizona,AZ
242,Ocotillo 3,OCGT,OCGT,PP,US,140.0,,,,,,2019,,, ,33.4225,-111.9122,,GT3,,Arizona,AZ
243,Ocotillo 4,OCGT,OCGT,PP,US,140.0,,,,,,2019,,, ,33.4225,-111.9122,,GT4,,Arizona,AZ
244,Ocotillo 5,OCGT,OCGT,PP,US,140.0,,,,,,2019,,, ,33.4225,-111.9122,,GT5,,Arizona,AZ
245,Ocotillo 6,OCGT,OCGT,PP,US,140.0,,,,,,2019,,, ,33.4225,-111.9122,,GT6,,Arizona,AZ
246,Ocotillo 7,OCGT,OCGT,PP,US,140.0,,,,,,2019,,, ,33.4225,-111.9122,,GT7,,Arizona,AZ
247,West Phoenix 1,CCGT,CCGT,PP,US,132.0,,,,,,1976,,, ,33.4417,-112.1583,,1B,,Arizona,AZ
248,West Phoenix 2,CCGT,CCGT,PP,US,132.0,,,,,,1976,,, ,33.4417,-112.1583,,2B,,Arizona,AZ
249,West Phoenix 3,CCGT,CCGT,PP,US,132.0,,,,,,1976,,, ,33.4417,-112.1583,,3B,,Arizona,AZ
250,West Phoenix 4,CCGT,CCGT,PP,US,91.0,,,,,,2001,,, ,33.4417,-112.1583,,C4-1,,Arizona,AZ
251,West Phoenix 5,CCGT,CCGT,PP,US,44.6,,,,,,2001,,, ,33.4417,-112.1583,,C4-2,,Arizona,AZ
252,West Phoenix 6,CCGT,CCGT,PP,US,184.5,,,,,,2003,,, ,33.4417,-112.1583,,C5-1,,Arizona,AZ
253,West Phoenix 7,CCGT,CCGT,PP,US,184.5,,,,,,2003,,, ,33.4417,-112.1583,,C5-2,,Arizona,AZ
254,West Phoenix 8,CCGT,CCGT,PP,US,200.6,,,,,,2003,,, ,33.4417,-112.1583,,C5-3,,Arizona,AZ
255,West Phoenix 9,OCGT,OCGT,PP,US,53.1,,,,,,1972,,, ,33.4417,-112.1583,,GT1,,Arizona,AZ
256,West Phoenix 10,OCGT,OCGT,PP,US,53.1,,,,,,1973,,, ,33.4417,-112.1583,,GT2,,Arizona,AZ
257,Saguaro 1,OCGT,OCGT,PP,US,78.3,,,,,,2002,,, ,32.5517,-111.3,,GE1,,Arizona,AZ
258,Saguaro 2,OCGT,OCGT,PP,US,53.1,,,,,,1972,,, ,32.5517,-111.3,,GT1,,Arizona,AZ
259,Saguaro 3,OCGT,OCGT,PP,US,53.1,,,,,,1973,,, ,32.5517,-111.3,,GT2,,Arizona,AZ
260,Yucca 1,OCGT,OCGT,PP,US,23.6,,,,,,1971,,, ,32.7214,-114.7106,,GT1,,Arizona,AZ
261,Yucca 2,OCGT,OCGT,PP,US,23.6,,,,,,1971,,, ,32.7214,-114.7106,,GT2,,Arizona,AZ
262,Yucca 3,oil,oil,PP,US,25.3,,,,,,1978,,, ,32.7214,-114.7106,,GT21,,Arizona,AZ
263,Yucca 4,OCGT,OCGT,PP,US,72.4,,,,,,1973,,, ,32.7214,-114.7106,,GT3,,Arizona,AZ
264,Yucca 5,oil,oil,PP,US,72.4,,,,,,1974,,, ,32.7214,-114.7106,,GT4,,Arizona,AZ
265,Yucca 6,OCGT,OCGT,PP,US,60.5,,,,,,2008,,, ,32.7214,-114.7106,,GT5,,Arizona,AZ
266,Yucca 7,OCGT,OCGT,PP,US,60.5,,,,,,2008,,, ,32.7214,-114.7106,,GT6,,Arizona,AZ
267,Yucca 8,OCGT,OCGT,PP,US,86.7,,,,,,1959,,, ,32.7214,-114.7106,,ST1,,Arizona,AZ
268,Demoss Petrie 1,OCGT,OCGT,PP,US,85.0,,,,,,2001,,, ,32.252273,-110.992148,,GT2,,Arizona,AZ
269,H Wilson Sundt Generating Station 1,OCGT,OCGT,PP,US,173.3,,,,,,1967,,, ,32.16,-110.9047,,4,,Arizona,AZ
270,H Wilson Sundt Generating Station 2,OCGT,OCGT,PP,US,27.0,,,,,,1972,,, ,32.16,-110.9047,,GT1,,Arizona,AZ
271,H Wilson Sundt Generating Station 3,OCGT,OCGT,PP,US,27.0,,,,,,1972,,, ,32.16,-110.9047,,GT2,,Arizona,AZ
272,H Wilson Sundt Generating Station 4,OCGT,OCGT,PP,US,18.8,,,,,,2020,,, ,32.16,-110.9047,,RIC1,,Arizona,AZ
273,H Wilson Sundt Generating Station 5,OCGT,OCGT,PP,US,18.8,,,,,,2019,,, ,32.16,-110.9047,,RIC10,,Arizona,AZ
274,H Wilson Sundt Generating Station 6,OCGT,OCGT,PP,US,18.8,,,,,,2020,,, ,32.16,-110.9047,,RIC2,,Arizona,AZ
275,H Wilson Sundt Generating Station 7,OCGT,OCGT,PP,US,18.8,,,,,,2020,,, ,32.16,-110.9047,,RIC3,,Arizona,AZ
276,H Wilson Sundt Generating Station 8,OCGT,OCGT,PP,US,18.8,,,,,,2020,,, ,32.16,-110.9047,,RIC4,,Arizona,AZ
277,H Wilson Sundt Generating Station 9,OCGT,OCGT,PP,US,18.8,,,,,,2020,,, ,32.16,-110.9047,,RIC5,,Arizona,AZ
278,H Wilson Sundt Generating Station 10,OCGT,OCGT,PP,US,18.8,,,,,,2019,,, ,32.16,-110.9047,,RIC6,,Arizona,AZ
279,H Wilson Sundt Generating Station 11,OCGT,OCGT,PP,US,18.8,,,,,,2019,,, ,32.16,-110.9047,,RIC7,,Arizona,AZ
280,H Wilson Sundt Generating Station 12,OCGT,OCGT,PP,US,18.8,,,,,,2019,,, ,32.16,-110.9047,,RIC8,,Arizona,AZ
281,H Wilson Sundt Generating Station 13,OCGT,OCGT,PP,US,18.8,,,,,,2019,,, ,32.16,-110.9047,,RIC9,,Arizona,AZ
282,H Wilson Sundt Generating Station 14,OCGT,OCGT,PP,US,113.6,,,,,,1962,,, ,32.16,-110.9047,,ST3,,Arizona,AZ
283,Cross 1,coal,coal,PP,US,590.9,,,,,,1995,,, ,33.371506,-80.113235,,1,,South Carolina,SC
284,Cross 2,coal,coal,PP,US,556.2,,,,,,1984,,, ,33.371506,-80.113235,,2,,South Carolina,SC
285,Cross 3,coal,coal,PP,US,591.0,,,,,,2007,,, ,33.371506,-80.113235,,3,,South Carolina,SC
286,Cross 4,coal,coal,PP,US,652.0,,,,,,2008,,, ,33.371506,-80.113235,,4,,South Carolina,SC
287,Seminole (FL) 1,coal,coal,PP,US,714.6,,,,,,1984,,,2024,29.733056,-81.632778,,1,,Florida,FL
288,Seminole (FL) 2,coal,coal,PP,US,714.6,,,,,,1984,,, ,29.733056,-81.632778,,2,,Florida,FL
289,Agua Fria 1,OCGT,OCGT,PP,US,113.6,,,,,,1958,,, ,33.5561,-112.2153,,AF1,,Arizona,AZ
290,Agua Fria 2,OCGT,OCGT,PP,US,113.6,,,,,,1957,,, ,33.5561,-112.2153,,AF2,,Arizona,AZ
291,Agua Fria 3,oil,oil,PP,US,163.2,,,,,,1961,,, ,33.5561,-112.2153,,AF3,,Arizona,AZ
292,Agua Fria 4,OCGT,OCGT,PP,US,80.5,,,,,,1975,,, ,33.5561,-112.2153,,AF4,,Arizona,AZ
293,Agua Fria 5,OCGT,OCGT,PP,US,71.2,,,,,,1974,,, ,33.5561,-112.2153,,AF5,,Arizona,AZ
294,Agua Fria 6,OCGT,OCGT,PP,US,71.2,,,,,,1974,,, ,33.5561,-112.2153,,AF6,,Arizona,AZ
295,Agua Fria 7,OCGT,OCGT,PP,US,49.5,,,,,,2022,,, ,33.5561,-112.2153,,AF7,,Arizona,AZ
296,Agua Fria 8,OCGT,OCGT,PP,US,49.5,,,,,,2022,,, ,33.5561,-112.2153,,AF8,,Arizona,AZ
297,Agua Fria 9,other,battery,Store,US,25.0,,,,,,2021,,, ,33.5561,-112.2153,,AFSB1,,Arizona,AZ
298,Agua Fria 10,solar,solar,PP,US,0.2,,,,,,2001,,, ,33.5561,-112.2153,,PV-3,,Arizona,AZ
299,Crosscut 1,hydro,Reservoir,PP,US,3.0,,,,,,1939,,, ,33.439375,-111.946052,,CC5,,Arizona,AZ
300,Horse Mesa 1,hydro,Pumped Storage,Store,US,9.9,,,,,,1927,,, ,33.5907,-111.344,,HM1,,Arizona,AZ
301,Horse Mesa 2,hydro,Pumped Storage,Store,US,9.9,,,,,,1927,,, ,33.5907,-111.344,,HM2,,Arizona,AZ
302,Horse Mesa 3,hydro,Pumped Storage,Store,US,9.9,,,,,,1927,,, ,33.5907,-111.344,,HM3,,Arizona,AZ
303,Horse Mesa 4,hydro,Pumped Storage,Store,US,99.8,,,,,,1972,,, ,33.5907,-111.344,,HM4,,Arizona,AZ
304,Kyrene 1,OCGT,OCGT,PP,US,34.5,,,,,,1952,,, ,33.3556,-111.9353,,KY1,,Arizona,AZ
305,Kyrene 2,OCGT,OCGT,PP,US,73.5,,,,,,1954,,, ,33.3556,-111.9353,,KY2,,Arizona,AZ
306,Kyrene 3,OCGT,OCGT,PP,US,53.1,,,,,,1971,,, ,33.3556,-111.9353,,KY4,,Arizona,AZ
307,Kyrene 4,OCGT,OCGT,PP,US,60.3,,,,,,1973,,, ,33.3556,-111.9353,,KY5,,Arizona,AZ
308,Kyrene 5,OCGT,OCGT,PP,US,60.3,,,,,,1973,,, ,33.3556,-111.9353,,KY6,,Arizona,AZ
309,Kyrene 6,CCGT,CCGT,PP,US,170.0,,,,,,2002,,, ,33.3556,-111.9353,,KY7,,Arizona,AZ
310,Kyrene 7,CCGT,CCGT,PP,US,122.0,,,,,,2002,,, ,33.3556,-111.9353,,KY7A,,Arizona,AZ
311,Mormon Flat 1,hydro,Pumped Storage,Store,US,9.2,,,,,,1926,,, ,33.5536,-111.4431,,MF1,,Arizona,AZ
312,Mormon Flat 2,hydro,Pumped Storage,Store,US,54.3,,,,,,1971,,, ,33.5536,-111.4431,,MF2,,Arizona,AZ
313,Roosevelt 1,hydro,Reservoir,PP,US,36.0,,,,,,1973,,, ,33.671104,-111.161786,,ROOS,,Arizona,AZ
314,Stewart Mountain 1,hydro,Reservoir,PP,US,13.0,,,,,,1930,,, ,33.5661,-111.536,,SM,,Arizona,AZ
315,McClure 1,oil,oil,PP,US,71.2,,,,,,1980,,, ,37.62936,-120.93139,,1,,California,CA
316,McClure 2,OCGT,OCGT,PP,US,71.2,,,,,,1981,,, ,37.62936,-120.93139,,2,,California,CA
317,Davis Dam 1,hydro,Reservoir,PP,US,51.7,,,,,,1951,,, ,35.197044,-114.570669,,1,,Arizona,AZ
318,Davis Dam 2,hydro,Reservoir,PP,US,51.7,,,,,,1951,,, ,35.197044,-114.570669,,2,,Arizona,AZ
319,Davis Dam 3,hydro,Reservoir,PP,US,48.0,,,,,,1951,,, ,35.197044,-114.570669,,3,,Arizona,AZ
320,Davis Dam 4,hydro,Reservoir,PP,US,51.7,,,,,,1951,,, ,35.197044,-114.570669,,4,,Arizona,AZ
321,Davis Dam 5,hydro,Reservoir,PP,US,51.7,,,,,,1951,,, ,35.197044,-114.570669,,5,,Arizona,AZ
322,Glen Canyon Dam 1,hydro,Reservoir,PP,US,165.0,,,,,,1964,,, ,36.936614,-111.483872,,1,,Arizona,AZ
323,Glen Canyon Dam 2,hydro,Reservoir,PP,US,165.0,,,,,,1964,,, ,36.936614,-111.483872,,2,,Arizona,AZ
324,Glen Canyon Dam 3,hydro,Reservoir,PP,US,165.0,,,,,,1964,,, ,36.936614,-111.483872,,3,,Arizona,AZ
325,Glen Canyon Dam 4,hydro,Reservoir,PP,US,165.0,,,,,,1965,,, ,36.936614,-111.483872,,4,,Arizona,AZ
326,Glen Canyon Dam 5,hydro,Reservoir,PP,US,165.0,,,,,,1965,,, ,36.936614,-111.483872,,5,,Arizona,AZ
327,Glen Canyon Dam 6,hydro,Reservoir,PP,US,165.0,,,,,,1965,,, ,36.936614,-111.483872,,6,,Arizona,AZ
328,Glen Canyon Dam 7,hydro,Reservoir,PP,US,157.0,,,,,,1966,,, ,36.936614,-111.483872,,7,,Arizona,AZ
329,Glen Canyon Dam 8,hydro,Reservoir,PP,US,165.0,,,,,,1966,,, ,36.936614,-111.483872,,8,,Arizona,AZ
330,Hoover Dam (NV) 1,hydro,Reservoir,PP,US,2.4,,,,,,1936,,, ,36.01551,-114.738006,,N0,,Arizona,AZ
331,Hoover Dam (NV) 2,hydro,Reservoir,PP,US,130.0,,,,,,1936,,, ,36.01551,-114.738006,,N1,,Arizona,AZ
332,Hoover Dam (NV) 3,hydro,Reservoir,PP,US,130.0,,,,,,1936,,, ,36.01551,-114.738006,,N2,,Arizona,AZ
333,Hoover Dam (NV) 4,hydro,Reservoir,PP,US,130.0,,,,,,1937,,, ,36.01551,-114.738006,,N3,,Arizona,AZ
334,Hoover Dam (NV) 5,hydro,Reservoir,PP,US,130.0,,,,,,1936,,, ,36.01551,-114.738006,,N4,,Arizona,AZ
335,Hoover Dam (NV) 6,hydro,Reservoir,PP,US,130.0,,,,,,1938,,, ,36.01551,-114.738006,,N5,,Arizona,AZ
336,Hoover Dam (NV) 7,hydro,Reservoir,PP,US,130.0,,,,,,1938,,, ,36.01551,-114.738006,,N6,,Arizona,AZ
337,Hoover Dam (NV) 8,hydro,Reservoir,PP,US,127.0,,,,,,1944,,, ,36.01551,-114.738006,,N7,,Arizona,AZ
338,Hoover Dam (NV) 9,hydro,Reservoir,PP,US,130.0,,,,,,1961,,, ,36.01551,-114.738006,,N8,,Arizona,AZ
339,Lake Creek Dam 1,hydro,Reservoir,PP,US,1.5,,,,,,1981,,, ,40.493631,-111.312506,,1,,Utah,UT
340,Apache Station 1,OCGT,OCGT,PP,US,11.5,,,,,,1963,,, ,32.0603,-109.8931,,GT1,,Arizona,AZ
341,Apache Station 2,OCGT,OCGT,PP,US,20.4,,,,,,1972,,, ,32.0603,-109.8931,,GT2,,Arizona,AZ
342,Apache Station 3,OCGT,OCGT,PP,US,78.7,,,,,,1975,,, ,32.0603,-109.8931,,GT3,,Arizona,AZ
343,Apache Station 4,OCGT,OCGT,PP,US,60.5,,,,,,2002,,, ,32.0603,-109.8931,,GT4,,Arizona,AZ
344,Apache Station 5,OCGT,OCGT,PP,US,81.6,,,,,,1964,,, ,32.0603,-109.8931,,ST1,,Arizona,AZ
345,Apache Station 6,OCGT,OCGT,PP,US,204.0,,,,,,1979,,, ,32.0603,-109.8931,,ST2,,Arizona,AZ
346,Apache Station 7,coal,coal,PP,US,204.0,,,,,,1979,,, ,32.0603,-109.8931,,ST3,,Arizona,AZ
347,Turlock Lake 1,hydro,Reservoir,PP,US,1.1,,,,,,1980,,, ,37.611461,-120.594678,,1,,California,CA
348,Turlock Lake 2,hydro,Reservoir,PP,US,1.1,,,,,,1980,,, ,37.611461,-120.594678,,2,,California,CA
349,Turlock Lake 3,hydro,Reservoir,PP,US,1.1,,,,,,1980,,, ,37.611461,-120.594678,,3,,California,CA
350,Hickman 1,hydro,Reservoir,PP,US,0.5,,,,,,1979,,, ,37.621536,-120.746247,,1,,California,CA
351,Hickman 2,hydro,Reservoir,PP,US,0.5,,,,,,1979,,, ,37.621536,-120.746247,,2,,California,CA
352,GREC 1,coal,coal,PP,US,594.0,,,,,,1985,,, ,36.190278,-95.2894,,2,,Oklahoma,OK
353,GREC 2,CCGT,CCGT,PP,US,369.0,,,,,,2017,,, ,36.190278,-95.2894,,3CT,,Oklahoma,OK
354,GREC 3,CCGT,CCGT,PP,US,231.3,,,,,,2017,,, ,36.190278,-95.2894,,3ST,,Oklahoma,OK
355,Carpenter 1,hydro,Reservoir,PP,US,28.0,,,,,,1932,,, ,34.4425,-93.0262,,1,,Arkansas,AR
356,Carpenter 2,hydro,Reservoir,PP,US,28.0,,,,,,1932,,, ,34.4425,-93.0262,,2,,Arkansas,AR
357,Lake Catherine 1,OCGT,OCGT,PP,US,552.5,,,,,,1970,,,2025,34.4341,-92.9049,,4,,Arkansas,AR
358,Osceola (AR) 1,oil,oil,PP,US,1.6,,,,,,1992,,, ,35.705381,-89.9689,,9,,Arkansas,AR
359,Remmel 1,hydro,Reservoir,PP,US,3.0,,,,,,1925,,, ,34.4272,-92.8941,,1,,Arkansas,AR
360,Remmel 2,hydro,Reservoir,PP,US,3.0,,,,,,1925,,, ,34.4272,-92.8941,,2,,Arkansas,AR
361,Remmel 3,hydro,Reservoir,PP,US,3.0,,,,,,1925,,, ,34.4272,-92.8941,,3,,Arkansas,AR
362,Volta 2 1,hydro,Reservoir,PP,US,1.0,,,,,,1981,,, ,40.45193,-121.86215,,1,,California,CA
363,Beaver Dam 1,hydro,Reservoir,PP,US,56.0,,,,,,1965,,, ,36.421507,-93.847373,,1,,Arkansas,AR
364,Beaver Dam 2,hydro,Reservoir,PP,US,56.0,,,,,,1965,,, ,36.421507,-93.847373,,2,,Arkansas,AR
365,Degray 1,hydro,Reservoir,PP,US,40.0,,,,,,1972,,, ,34.211913,-93.110963,,1,,Arkansas,AR
366,Degray 2,hydro,Reservoir,PP,US,30.0,,,,,,1972,,, ,34.211913,-93.110963,,2,,Arkansas,AR
367,Greers Ferry Lake 1,hydro,Reservoir,PP,US,48.0,,,,,,1964,,, ,35.5207,-91.9953,,1,,Arkansas,AR
368,Greers Ferry Lake 2,hydro,Reservoir,PP,US,48.0,,,,,,1964,,, ,35.5207,-91.9953,,2,,Arkansas,AR
369,Municipal Light 1,oil,oil,PP,US,2.0,,,,,,1963,,, ,36.3858,-90.1867,,1,,Arkansas,AR
370,Municipal Light 2,oil,oil,PP,US,0.6,,,,,,1952,,, ,36.3858,-90.1867,,2,,Arkansas,AR
371,Municipal Light 3,oil,oil,PP,US,2.2,,,,,,1976,,, ,36.3858,-90.1867,,4,,Arkansas,AR
372,Municipal Light 4,oil,oil,PP,US,1.3,,,,,,1959,,, ,36.3858,-90.1867,,6,,Arkansas,AR
373,Municipal Light 5,oil,oil,PP,US,1.1,,,,,,1955,,, ,36.3858,-90.1867,,7,,Arkansas,AR
374,Narrows (AR) 1,hydro,Reservoir,PP,US,8.5,,,,,,1950,,, ,34.148427,-93.715168,,1,,Arkansas,AR
375,Narrows (AR) 2,hydro,Reservoir,PP,US,8.5,,,,,,1950,,, ,34.148427,-93.715168,,2,,Arkansas,AR
376,Narrows (AR) 3,hydro,Reservoir,PP,US,8.5,,,,,,1969,,, ,34.148427,-93.715168,,3,,Arkansas,AR
377,Norfork 1,hydro,Reservoir,PP,US,40.2,,,,,,1950,,, ,36.2491,-92.2401,,1,,Arkansas,AR
378,Norfork 2,hydro,Reservoir,PP,US,40.2,,,,,,1944,,, ,36.2491,-92.2401,,2,,Arkansas,AR
379,Blakely Mountain 1,hydro,Reservoir,PP,US,37.5,,,,,,1955,,, ,34.570984,-93.194425,,1,,Arkansas,AR
380,Blakely Mountain 2,hydro,Reservoir,PP,US,37.5,,,,,,1955,,, ,34.570984,-93.194425,,2,,Arkansas,AR
381,Bull Shoals 1,hydro,Reservoir,PP,US,40.0,,,,,,1952,,, ,36.3635,-92.5763,,1,,Arkansas,AR
382,Bull Shoals 2,hydro,Reservoir,PP,US,40.0,,,,,,1952,,, ,36.3635,-92.5763,,2,,Arkansas,AR
383,Bull Shoals 3,hydro,Reservoir,PP,US,40.0,,,,,,1952,,, ,36.3635,-92.5763,,3,,Arkansas,AR
384,Bull Shoals 4,hydro,Reservoir,PP,US,40.0,,,,,,1953,,, ,36.3635,-92.5763,,4,,Arkansas,AR
385,Bull Shoals 5,hydro,Reservoir,PP,US,45.0,,,,,,1962,,, ,36.3635,-92.5763,,5,,Arkansas,AR
386,Bull Shoals 6,hydro,Reservoir,PP,US,45.0,,,,,,1962,,, ,36.3635,-92.5763,,6,,Arkansas,AR
387,Bull Shoals 7,hydro,Reservoir,PP,US,45.0,,,,,,1963,,, ,36.3635,-92.5763,,7,,Arkansas,AR
388,Bull Shoals 8,hydro,Reservoir,PP,US,45.0,,,,,,1963,,, ,36.3635,-92.5763,,8,,Arkansas,AR
389,Dardanelle 1,hydro,Reservoir,PP,US,40.2,,,,,,1965,,, ,35.2503,-93.1686,,1,,Arkansas,AR
390,Dardanelle 2,hydro,Reservoir,PP,US,40.2,,,,,,1965,,, ,35.2503,-93.1686,,2,,Arkansas,AR
391,Dardanelle 3,hydro,Reservoir,PP,US,40.2,,,,,,1965,,, ,35.2503,-93.1686,,3,,Arkansas,AR
392,Dardanelle 4,hydro,Reservoir,PP,US,40.2,,,,,,1966,,, ,35.2503,-93.1686,,4,,Arkansas,AR
393,Thomas Fitzhugh 1,CCGT,CCGT,PP,US,59.0,,,,,,1963,,, ,35.462382,-93.804926,,1,,Arkansas,AR
394,Thomas Fitzhugh 2,CCGT,CCGT,PP,US,126.0,,,,,,2002,,, ,35.462382,-93.804926,,2,,Arkansas,AR
395,Carl Bailey 1,OCGT,OCGT,PP,US,120.0,,,,,,1966,,, ,35.260102,-91.363426,,1,,Arkansas,AR
396,McClellan (AR) 1,OCGT,OCGT,PP,US,136.0,,,,,,1972,,, ,33.5648,-92.7917,,1,,Arkansas,AR
397,Clinton Power Station 1,nuclear,nuclear,PP,US,1138.3,,,,,,1987,,, ,40.1719,-88.8339,,1,,Illinois,IL
398,Wolf Creek Generating Station 1,nuclear,nuclear,PP,US,1267.7,,,,,,1985,,, ,38.23926,-95.68978,,1,,Kansas,KS
399,Alta Powerhouse 1,hydro,Reservoir,PP,US,1.0,,,,,,1902,,, ,39.215979,-120.80355,,1,,California,CA
400,Angels 1,hydro,Reservoir,PP,US,1.4,,,,,,1940,,, ,38.071944,-120.539444,,1,,California,CA
401,Balch 1 1,hydro,Reservoir,PP,US,31.0,,,,,,1927,,, ,36.909137,-119.087712,,1,,California,CA
402,Balch 2 1,hydro,Reservoir,PP,US,48.6,,,,,,1958,,, ,36.908907,-119.087556,,2,,California,CA
403,Balch 2 2,hydro,Reservoir,PP,US,48.6,,,,,,1958,,, ,36.908907,-119.087556,,3,,California,CA
404,Belden 1,hydro,Reservoir,PP,US,117.9,,,,,,1969,,, ,40.007445,-121.249438,,1,,California,CA
405,Bucks Creek 1,hydro,Reservoir,PP,US,33.0,,,,,,1928,,, ,39.91062,-121.327692,,H1,,California,CA
406,Bucks Creek 2,hydro,Reservoir,PP,US,33.0,,,,,,1928,,, ,39.91062,-121.327692,,H2,,California,CA
407,Butt Valley 1,hydro,Reservoir,PP,US,40.0,,,,,,1958,,, ,40.175656,-121.190663,,1,,California,CA
408,Caribou 1 1,hydro,Reservoir,PP,US,23.8,,,,,,1921,,, ,40.085476,-121.148241,,1,,California,CA
409,Caribou 1 2,hydro,Reservoir,PP,US,25.0,,,,,,1921,,, ,40.085476,-121.148241,,2,,California,CA
410,Caribou 1 3,hydro,Reservoir,PP,US,25.0,,,,,,1924,,, ,40.085476,-121.148241,,3,,California,CA
411,Caribou 2 1,hydro,Reservoir,PP,US,60.3,,,,,,1958,,, ,40.085997,-121.149373,,4,,California,CA
412,Caribou 2 2,hydro,Reservoir,PP,US,57.6,,,,,,1958,,, ,40.085997,-121.149373,,5,,California,CA
413,Centerville PH 1,hydro,Reservoir,PP,US,5.5,,,,,,1900,,, ,39.788877,-121.657383,,1,,California,CA
414,Centerville PH 2,hydro,Reservoir,PP,US,0.9,,,,,,1900,,, ,39.788877,-121.657383,,2,,California,CA
415,Chili Bar 1,hydro,Reservoir,PP,US,8.3,,,,,,1965,,, ,38.771764,-120.813239,,1,,California,CA
416,Coleman PH 1,hydro,Reservoir,PP,US,12.1,,,,,,1979,,, ,40.404645,-122.121904,,1,,California,CA
417,Cow Creek 1,hydro,Reservoir,PP,US,0.7,,,,,,1907,,,2024,40.570817,-122.02093,,1,,California,CA
418,Cow Creek 2,hydro,Reservoir,PP,US,0.7,,,,,,1907,,,2024,40.570817,-122.02093,,2,,California,CA
419,Cresta 1,hydro,Reservoir,PP,US,36.9,,,,,,1949,,, ,39.825907,-121.409687,,1,,California,CA
420,Cresta 2,hydro,Reservoir,PP,US,36.9,,,,,,1950,,, ,39.825907,-121.409687,,2,,California,CA
421,De Sabla 1,hydro,Reservoir,PP,US,18.4,,,,,,1963,,, ,39.869265,-121.631819,,1,,California,CA
422,Deer Creek PH 1,hydro,Reservoir,PP,US,5.5,,,,,,1908,,, ,39.29807,-120.8443,,1,,California,CA
